Trace Name,Result Code,Fixpoint (ms),Termination (ms),Nontermination (ms),pasttel (ms),PaSTTeL Status,Stem Size,Loop Size,Total Size Trace,Algo
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_224.txt,TERMINATING,0.38,324.07,127.78,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_225.txt,TERMINATING,0.36,322.17,140.10,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_226.txt,TERMINATING,0.38,315.19,81.16,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_227.txt,TERMINATING,0.32,275.91,37.03,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_228.txt,TERMINATING,0.36,295.98,60.98,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_229.txt,TERMINATING,0.32,265.67,114.87,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_23.txt,TERMINATING,0.42,333.05,147.12,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_230.txt,TERMINATING,0.41,299.85,116.31,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_231.txt,TERMINATING,0.35,299.10,75.24,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_232.txt,TERMINATING,0.37,237.02,48.27,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_233.txt,TERMINATING,0.34,297.18,39.51,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_234.txt,TERMINATING,0.36,269.96,34.96,23.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_235.txt,TERMINATING,0.38,304.99,130.18,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_236.txt,TERMINATING,0.38,249.30,60.27,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_237.txt,TERMINATING,0.33,292.42,81.07,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_238.txt,TERMINATING,0.35,289.90,36.69,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_239.txt,TERMINATING,0.45,303.34,129.31,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_24.txt,TERMINATING,0.29,234.72,74.30,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_240.txt,TERMINATING,0.36,251.57,136.66,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_241.txt,TERMINATING,0.47,270.05,60.74,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_242.txt,TERMINATING,0.37,322.21,108.22,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_243.txt,TERMINATING,0.36,351.95,126.84,19.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_244.txt,TERMINATING,0.38,327.86,36.53,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_245.txt,TERMINATING,0.33,339.42,148.44,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_246.txt,TERMINATING,0.35,318.48,146.42,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_247.txt,TERMINATING,0.36,263.74,69.99,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_248.txt,TERMINATING,0.32,313.74,60.04,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_249.txt,TERMINATING,0.37,343.49,130.03,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_25.txt,TERMINATING,0.37,303.15,73.54,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_250.txt,TERMINATING,0.41,296.32,82.22,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_251.txt,TERMINATING,0.35,263.77,38.36,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_252.txt,TERMINATING,0.37,259.37,28.11,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_253.txt,TERMINATING,0.34,256.17,81.31,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_254.txt,TERMINATING,0.41,315.46,106.80,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_255.txt,TERMINATING,0.46,280.30,36.72,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_256.txt,TERMINATING,0.38,304.45,118.93,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_257.txt,TERMINATING,0.41,245.58,91.84,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_258.txt,TERMINATING,0.37,236.12,25.08,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_259.txt,TERMINATING,0.34,320.56,47.30,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_26.txt,TERMINATING,0.33,320.12,142.36,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_260.txt,TERMINATING,0.41,261.47,51.22,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_261.txt,TERMINATING,0.40,276.62,36.93,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_262.txt,TERMINATING,0.37,286.76,48.81,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_263.txt,TERMINATING,0.42,303.68,25.94,19.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_264.txt,TERMINATING,0.49,280.71,97.62,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_265.txt,TERMINATING,0.51,282.73,140.14,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_266.txt,TERMINATING,0.32,333.67,156.15,20.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_267.txt,TERMINATING,0.36,309.71,93.98,15.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_268.txt,TERMINATING,0.37,267.20,80.31,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_269.txt,TERMINATING,0.40,318.73,137.92,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_27.txt,TERMINATING,0.35,289.99,83.46,20.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_270.txt,TERMINATING,0.31,288.16,38.77,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_271.txt,TERMINATING,0.37,253.87,127.81,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_272.txt,TERMINATING,0.43,286.29,70.70,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_273.txt,TERMINATING,0.35,278.06,36.06,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_274.txt,TERMINATING,0.34,258.93,49.15,25.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_275.txt,TERMINATING,0.35,261.08,48.63,14.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_276.txt,TERMINATING,0.35,258.59,36.44,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_277.txt,TERMINATING,0.36,261.99,147.05,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_278.txt,TERMINATING,0.39,262.02,127.27,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_279.txt,TERMINATING,0.30,231.14,61.04,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_28.txt,TERMINATING,0.34,322.01,143.36,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_280.txt,TERMINATING,0.35,254.82,46.95,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_281.txt,TERMINATING,0.34,287.58,59.95,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_282.txt,TERMINATING,0.34,283.56,125.68,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_283.txt,TERMINATING,0.27,267.24,27.15,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_284.txt,TERMINATING,0.35,252.83,126.69,19.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_285.txt,TERMINATING,0.39,323.13,47.14,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_286.txt,TERMINATING,0.39,283.39,125.80,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_287.txt,TERMINATING,0.42,317.96,98.58,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_288.txt,TERMINATING,0.32,261.58,84.22,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_289.txt,TERMINATING,0.34,301.93,46.52,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_29.txt,TERMINATING,0.36,279.72,73.85,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_290.txt,TERMINATING,0.37,251.12,69.85,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_291.txt,TERMINATING,0.37,335.22,146.98,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_3.txt,TERMINATING,0.38,264.97,63.92,12.00,TERMINATING,41,9,50,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_30.txt,TERMINATING,0.45,282.82,86.86,19.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_31.txt,TERMINATING,0.34,261.77,62.96,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_32.txt,TERMINATING,0.36,310.21,108.16,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_33.txt,TERMINATING,0.29,243.48,26.28,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_34.txt,TERMINATING,0.28,250.71,127.37,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_35.txt,TERMINATING,0.30,325.96,88.22,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_36.txt,TERMINATING,0.33,278.83,72.29,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_37.txt,TERMINATING,0.37,314.34,75.91,20.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_38.txt,TERMINATING,0.39,253.16,86.05,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_39.txt,TERMINATING,0.46,323.37,102.23,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_4.txt,TERMINATING,0.50,305.33,145.65,11.00,TERMINATING,50,9,59,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_40.txt,TERMINATING,0.39,255.88,36.20,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_41.txt,TERMINATING,0.37,253.10,26.39,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_42.txt,TERMINATING,0.35,241.24,26.71,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_43.txt,TERMINATING,0.34,254.08,48.84,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_44.txt,TERMINATING,0.46,315.25,148.23,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_45.txt,TERMINATING,0.33,259.39,73.28,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_46.txt,TERMINATING,0.36,245.63,149.46,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_47.txt,TERMINATING,0.30,336.69,128.05,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_48.txt,TERMINATING,0.35,357.14,26.08,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_49.txt,TERMINATING,0.36,261.99,62.77,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_5.txt,TERMINATING,0.32,260.43,27.93,14.00,TERMINATING,41,22,63,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_50.txt,TERMINATING,0.34,353.66,66.78,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_51.txt,TERMINATING,0.33,288.10,36.73,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_52.txt,TERMINATING,0.34,283.85,103.01,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_53.txt,TERMINATING,0.59,245.30,25.92,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_54.txt,TERMINATING,0.41,250.11,27.26,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_55.txt,TERMINATING,0.36,271.06,64.15,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_56.txt,TERMINATING,0.37,253.02,39.38,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_57.txt,TERMINATING,0.36,298.26,37.57,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_58.txt,TERMINATING,0.34,329.33,27.12,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_59.txt,TERMINATING,0.35,267.74,49.59,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_6.txt,TERMINATING,0.33,308.69,138.82,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_60.txt,TERMINATING,0.40,329.79,147.29,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_61.txt,TERMINATING,0.36,274.94,38.37,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_62.txt,TERMINATING,0.38,318.04,72.28,15.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_63.txt,TERMINATING,0.42,270.28,82.24,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_64.txt,TERMINATING,0.36,254.65,94.28,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_65.txt,TERMINATING,0.33,293.04,58.90,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_66.txt,TERMINATING,0.35,278.69,62.39,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_67.txt,TERMINATING,0.40,275.52,68.48,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_68.txt,TERMINATING,0.30,285.64,105.07,15.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_69.txt,TERMINATING,0.36,295.60,107.57,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_7.txt,TERMINATING,0.39,286.31,138.20,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_70.txt,TERMINATING,0.35,308.68,85.19,15.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_71.txt,TERMINATING,0.39,329.68,83.10,11.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_72.txt,TERMINATING,0.35,269.31,87.26,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_73.txt,TERMINATING,0.29,235.26,59.27,17.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_74.txt,TERMINATING,0.34,270.75,74.13,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_75.txt,TERMINATING,0.33,281.54,143.57,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_76.txt,TERMINATING,0.35,313.98,50.84,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_77.txt,TERMINATING,0.37,352.44,93.80,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_78.txt,TERMINATING,0.30,257.79,31.44,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_79.txt,TERMINATING,0.34,275.65,51.51,13.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_8.txt,TERMINATING,0.36,352.36,132.54,16.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_80.txt,TERMINATING,0.36,275.59,53.15,18.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
ATVA2026_benchmark/TERM_LASSO//lasso_traces_polyrank3.t2.c/lasso_trace_81.txt,TERMINATING,0.37,292.35,89.52,12.00,TERMINATING,51,9,60,2-Nested Template / 2-Nested Template
